language_code,word,pinyin,meaning_en,frequency_rank,source_freq,source_dict
en,give,,give,121,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,off,,off,122,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,am,,am,123,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,thank,,thank,124,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,any,,any,125,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,two,,two,126,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,even,,even,127,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,much,,much,128,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,doing,,doing,129,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,sure,,sure,130,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,thing,,thing,131,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,these,,these,132,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,help,,help,133,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,first,,first,134,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,into,,into,135,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,anything,,anything,136,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,still,,still,137,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,find,,find,138,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,life,,life,139,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,nothing,,nothing,140,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,sir,,sir,141,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,day,,day,142,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,god,,god,143,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,work,,work,144,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,their,,belonging to them,145,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,uh,,uh,146,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,again,,again,147,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,maybe,,maybe,148,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,must,,must,149,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,before,,before,150,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,other,,different or additional,151,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,wait,,wait,152,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,stop,,stop,153,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,call,,call,154,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,after,,after,155,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,won,,won,156,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,talk,,talk,157,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,away,,away,158,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,than,,than,159,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,thought,,thought,160,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,home,,home,161,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,night,,night,162,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,put,,put,163,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,great,,great,164,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,those,,those,165,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,last,,last,166,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,better,,better,167,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,everything,,everything,168,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,told,,told,169,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,new,,new,170,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,things,,things,171,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,always,,always,172,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,keep,,keep,173,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,long,,long,174,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,years,,years,175,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,leave,,leave,176,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,does,,does,177,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,money,,money,178,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,around,,around,179,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,doesn,,doesn,180,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,name,,name,181,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,place,,place,182,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,ever,,ever,183,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,feel,,feel,184,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,guys,,guys,185,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,father,,father,186,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,guy,,guy,187,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,made,,made,188,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,old,,old,189,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,isn,,isn,190,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,which,,what one; what kind,191,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,big,,big,192,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,lot,,lot,193,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,done,,done,194,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,hello,,hello,195,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,nice,,nice,196,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,believe,,believe,197,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,girl,,girl,198,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,someone,,someone,199,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,fine,,fine,200,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,thanks,,thanks,201,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,wanted,,wanted,202,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,kind,,kind,203,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,coming,,coming,204,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,house,,house,205,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,every,,every,206,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,ok,,ok,207,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,through,,through,208,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,being,,being,209,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,course,,course,210,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,stay,,stay,211,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,left,,left,212,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,dad,,dad,213,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,enough,,enough,214,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,happened,,happened,215,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,came,,came,216,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,may,,may,217,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,mother,,mother,218,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,wrong,,wrong,219,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,world,,world,220,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,bad,,bad,221,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,might,,might,222,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,three,,three,223,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,today,,today,224,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,listen,,listen,225,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,another,,another,226,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,understand,,understand,227,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,hear,,hear,228,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,remember,,remember,229,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,ask,,ask,230,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,own,,own,231,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,same,,same,232,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,show,,show,233,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,else,,else,234,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,kill,,kill,235,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,talking,,talking,236,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,found,,found,237,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,next,,next,238,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,getting,,getting,239,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,care,,care,240,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,car,,car,241,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,looking,,looking,242,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,son,,son,243,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,try,,try,244,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,woman,,woman,245,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,went,,went,246,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,hi,,hi,247,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,dead,,dead,248,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,many,,a large number,249,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,mind,,mind,250,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,wasn,,wasn,251,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,friend,,friend,252,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,best,,best,253,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,mom,,mom,254,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,hell,,hell,255,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,morning,,morning,256,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,trying,,trying,257,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,boy,,boy,258,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,together,,together,259,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,yourself,,yourself,260,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,job,,job,261,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,saw,,saw,262,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,family,,family,263,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,real,,real,264,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,without,,without,265,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,baby,,baby,266,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,room,,room,267,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,wouldn,,wouldn,268,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,already,,already,269,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,move,,move,270,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,most,,most,271,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,seen,,seen,272,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,live,,live,273,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,miss,,miss,274,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,actually,,actually,275,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,huh,,huh,276,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,shit,,shit,277,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,both,,both,278,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,heard,,heard,279,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,once,,once,280,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,ready,,ready,281,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,head,,head,282,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,called,,called,283,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,used,,used,284,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,idea,,idea,285,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,knew,,knew,286,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,hold,,hold,287,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,happy,,happy,288,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,door,,door,289,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,such,,such,290,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,fuck,,fuck,291,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,brother,,brother,292,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,also,,also,293,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,pretty,,pretty,294,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,bit,,bit,295,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,took,,took,296,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,haven,,haven,297,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,yet,,yet,298,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,men,,men,299,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,whole,,whole,300,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,start,,start,301,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,use,,to employ,302,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,while,,while,303,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,since,,since,304,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,wife,,wife,305,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,days,,days,306,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,guess,,guess,307,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,tomorrow,,tomorrow,308,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,matter,,matter,309,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,meet,,meet,310,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,bring,,bring,311,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,tonight,,tonight,312,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,everyone,,everyone,313,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,run,,run,314,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,wanna,,wanna,315,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,hard,,hard,316,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,ah,,ah,317,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,alone,,alone,318,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,myself,,myself,319,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,school,,school,320,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,gone,,gone,321,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,um,,um,322,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,end,,end,323,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,saying,,saying,324,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,phone,,phone,325,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,play,,play,326,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,looks,,looks,327,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,couldn,,couldn,328,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,fucking,,fucking,329,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,problem,,problem,330,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,few,,few,331,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,friends,,friends,332,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,gotta,,gotta,333,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,ago,,ago,334,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,open,,open,335,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,anyone,,anyone,336,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,killed,,killed,337,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,hope,,hope,338,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,face,,face,339,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,until,,until,340,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,lost,,lost,341,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,police,,police,342,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,excuse,,excuse,343,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,turn,,turn,344,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,business,,business,345,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,case,,case,346,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,wants,,wants,347,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,says,,says,348,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,true,,true,349,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,die,,die,350,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,heart,,heart,351,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,soon,,soon,352,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,each,,every one of a group,353,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,worry,,worry,354,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,later,,later,355,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,year,,year,356,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,watch,,watch,357,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,music,,music,358,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,hand,,hand,359,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,having,,having,360,hermitdave-frequencywords-en-50k,dictionaryapi-dev
