language_code,word,pinyin,meaning_en,frequency_rank,source_freq,source_dict
zh,你们,ni3 men5,you,42,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,呢,ne5,used in questions to link back to prior discourse or context,43,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,但,dan4,but; yet; however; still,44,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,到,dao4,reach; to arrive,45,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,还,Huan2,surname Huan,46,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,现在,xian4 zai4,now; at present; currently,47,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,这个,zhe4 ge5,this,48,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,能,Neng2,surname Neng,49,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,怎么,zen3 me5,how?,50,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,就是,jiu4 shi4,exactly; precisely,51,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,跟,gen1,heel,52,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,如果,ru2 guo3,if; in case; in the event that,53,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,没,mei2,have not; not,54,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,它,ta1,it,55,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,走,zou3,walk,56,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,上,shang3,used in 上聲|上声[shang3 sheng1],57,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,得,de2,obtain,58,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,被,bei4,quilt,59,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,这里,zhe4 li3,variant of 這裡|这里[zhe4 li3],60,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,这样,zhe4 yang4,this way; like this; so,61,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,个,ge3,used in 自個兒|自个儿[zi4 ge3 r5],62,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,看,kan1,look after,63,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,事,shi4,matter,64,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,自己,zi4 ji3,oneself; one's own,65,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,着,zhao1,variant of 著|着[zhao1],66,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,谁,shei2,who,67,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,过,Guo1,surname Guo,68,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,不会,bu4 hui4,improbable,69,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,告诉,gao4 su4,press charges; to file a complaint,70,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,为什么,wei4 shen2 me5,why?,71,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,不能,bu4 neng2,cannot,72,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,真的,zhen1 de5,really; truly; indeed,73,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,先生,xian1 sheng5,teacher,74,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,只是,zhi3 shi4,merely; only; just; nothing but,75,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,不要,bu4 yao4,don't!; must not,76,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,已经,yi3 jing1,already,77,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,再,zai4,again; once more; re-,78,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,哦,e2,chant,79,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,需要,xu1 yao4,need; to want; to demand; to require,80,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,因为,yin1 wei4,because; owing to; on account of,81,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,谢谢,xie4 xie5,thank,82,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,像,xiang4,resemble,83,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,这么,zhe4 me5,so much,84,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,可能,ke3 neng2,might,85,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,但是,dan4 shi4,but; however,86,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,那个,na4 ge5,that one,87,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,所以,suo3 yi3,therefore,88,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,喜欢,xi3 huan5,like; to be fond of,89,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,又,you4,again,90,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,叫,jiao4,shout,91,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,快,kuai4,rapid,92,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,觉得,jue2 de5,think that ...; to feel that ...,93,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,别,Bie2,surname Bie,94,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,听,yin3,smile,95,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,找,zhao3,try to find,96,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,里,li3,variant of 裡|里[li3],97,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,还有,hai2 you3,there still remain; there is still,98,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,时候,shi2 hou5,time,99,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,东西,dong1 xi1,east and west,100,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,等,deng3,wait for; to await,101,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,死,si3,die,102,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,多,duo1,many; much; more; a lot of,103,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,从,cong2,variant of 從|从[cong2],104,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,一起,yi1 qi3,the same place,105,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,应该,ying1 gai1,ought to; should; must,106,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,这些,zhe4 xie1,these,107,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,请,qing3,ask,108,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,孩子,hai2 zi5,child,109,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,看到,kan4 dao4,see,110,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,一下,yi1 xia4,a bit; a little,111,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,那么,na4 me5,like that; in that way; to that extent,112,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,为,wei2,as,113,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,而,er2,and,114,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,您,nin2,you,115,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,才,cai2,ability; talent,116,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,用,yong4,use; to make use of; to employ,117,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,还是,hai2 shi5,still,118,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,嗯,en5,"interjection indicating approval, appreciation or agreement",119,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,问题,wen4 ti2,question,120,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,工作,gong1 zuo4,work,121,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,一样,yi1 yang4,same,122,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,呀,ya1,ah,123,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,开始,kai1 shi3,begin,124,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,吃,chi1,eat; to consume,125,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,嘿,hei1,hey,126,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,当,dang1,dong,127,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,真,zhen1,really,128,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,中,Zhong1,China; Chinese,129,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,然后,ran2 hou4,then; after that; afterwards,130,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,看看,kan4 kan5,take a look at,131,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,地方,di4 fang1,region,132,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,一定,yi1 ding4,surely; certainly; definitely,133,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,将,jiang1,will,134,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,希望,xi1 wang4,hope,135,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,朋友,peng2 you5,friend,136,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,今天,jin1 tian1,today,137,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,拿,na2,old variant of 拿[na2],138,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,一,yi1,one,139,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,啦,la1,"sound of singing, cheering etc",140,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,事情,shi4 qing5,affair; matter; thing; business,141,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,一直,yi1 zhi2,straight,142,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,所有,suo3 you3,all,143,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,找到,zhao3 dao4,find,144,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,哪,na3,how,145,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,当然,dang1 ran2,only natural,146,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,们,men5,"plural marker for pronouns, and nouns referring to individuals",147,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,回来,hui2 lai5,return; to come back,148,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,不想,bu4 xiang3,unexpectedly; to one's surprise,149,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,更,geng1,change or replace,150,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,最,zui4,variant of 最[zui4],151,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,帮,bang1,old variant of 幫|帮[bang1],152,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,没事,mei2 shi4,it's not important,153,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,只,zhi1,variant of 隻|只[zhi1],154,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,那些,na4 xie1,those,155,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,可,ke3,can; may; able to; -able,156,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,明白,ming2 bai5,clear; obvious; unequivocal,157,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,的话,de5 hua4,if,158,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,爸爸,ba4 ba5,father; dad,159,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,下,xia4,down,160,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,太,tai4,highest,161,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,离开,li2 kai1,depart; to leave,162,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,一切,yi1 qie4,everything,163,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,时间,shi2 jian1,time,164,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,相信,xiang1 xin4,believe; to be convinced; to accept as true,165,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,妈妈,ma1 ma5,mama,166,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,想要,xiang3 yao4,want to,167,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,爱,ai4,love; to be fond of; to like,168,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,发生,fa1 sheng1,happen; to occur; to take place; to break out,169,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,打,da2,dozen,170,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,点,dian3,touch briefly; to tap,171,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,钱,Qian2,surname Qian,172,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,大,da4,big; large; great,173,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,起来,qi3 lai5,stand up; to get up,174,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,真是,zhen1 shi5,indeed; truly,175,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,你好,ni3 hao3,hello; hi,176,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,抱歉,bao4 qian4,be sorry,177,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,必须,bi4 xu1,have to,178,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,认为,ren4 wei2,believe; to think; to consider; to feel,179,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,一点,yi1 dian3,a bit; a little bit,180,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,非常,fei1 chang2,very; really,181,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,那里,na4 li5,there; that place,182,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,对不起,dui4 bu5 qi3,I'm sorry; excuse me; I beg your pardon,183,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,天,tian1,day,184,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,也许,ye3 xu3,perhaps; maybe,185,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,大家,da4 jia1,everyone,186,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,哪里,na3 li3,where?,187,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,有人,you3 ren2,someone,188,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,该,gai1,should,189,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,意思,yi4 si5,idea,190,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,杀,sha1,kill; to slay; to murder; to attack,191,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,准备,zhun3 bei4,preparation,192,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,并,bing4,and,193,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,出来,chu1 lai2,come out,194,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,与,yu2,variant of 歟|欤[yu2],195,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,时,shi2,old variant of 時|时[shi2],196,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,不过,bu4 guo4,only,197,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,一些,yi1 xie1,some; a few; a little; slightly ...er,198,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,为了,wei4 le5,for; for the purpose of; in order to,199,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,带,dai4,band,200,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,女人,nu:3 ren2,woman,201,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,这儿,zhe4 r5,here,202,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,后,Hou4,surname Hou,203,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,只有,zhi3 you3,only have ...; there is only ...,204,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,过来,guo4 lai2,come over,205,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,比,Bi3,Belgium,206,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,一次,yi1 ci4,first,207,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,得到,de2 dao4,get; to obtain; to receive,208,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,任何,ren4 he2,any; whatever; whichever,209,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,这种,zhe4 zhong3,this kind of,210,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,小,xiao3,small,211,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,怎么样,zen3 me5 yang4,how?,212,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,感觉,gan3 jue2,feeling; impression; sensation,213,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,年,Nian2,surname Nian,214,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,是不是,shi4 bu5 shi4,is or is not,215,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,以为,yi3 wei2,think; to believe,216,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,而且,er2 qie3,but also,217,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,前,qian2,front,218,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,生活,sheng1 huo2,live,219,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,男人,nan2 ren2,a man,220,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,之前,zhi1 qian2,before,221,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,喂,wei2,hello,222,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,问,wen4,ask; to inquire,223,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,发现,fa1 xian4,notice; to become aware of,224,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,噢,o1,oh; ah,225,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,可是,ke3 shi4,but; however,226,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,快点,kuai4 dian3,do sth more quickly,227,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,嗨,hai1,oh alas,228,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,妈,ma1,ma,229,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,不用,bu4 yong4,need not,230,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,地,de5,-ly,231,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,向,Xiang4,surname Xiang,232,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,名字,ming2 zi5,name,233,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,没错,mei2 cuo4,that's right,234,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,见,jian4,see,235,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,世界,shi4 jie4,world,236,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,记得,ji4 de5,remember,237,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,住,zhu4,live; to reside; to stay,238,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,新,Xin1,abbr. for Xinjiang 新疆[Xin1 jiang1],239,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,不错,bu4 cuo4,correct,240,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,肯定,ken3 ding4,be certain; to be positive,241,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,最好,zui4 hao3,best,242,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,不行,bu4 xing2,won't do,243,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,等等,deng3 deng3,et cetera,244,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,嘛,ma2,used in 唵嘛呢叭咪吽[an3 ma2 ni2 ba1 mi1 hong1],245,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,出去,chu1 qu4,go out,246,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,么,ma2,exclamatory final particle,247,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,先,xian1,beforehand; first; earlier,248,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,亲爱,qin1 ai4,dear,249,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,或,huo4,maybe,250,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,担心,dan1 xin1,anxious,251,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,如何,ru2 he2,how,252,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,到底,dao4 di3,finally,253,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,有点,you3 dian3,a little,254,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,最后,zui4 hou4,final; last; ultimate,255,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,小姐,xiao3 jie5,young lady,256,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,上帝,Shang4 di4,God,257,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,认识,ren4 shi5,know,258,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,正在,zheng4 zai4,be in the process of; to be currently ...-ing,259,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,那样,na4 yang4,that kind,260,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,父亲,fu4 qin1,father,261,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,高兴,gao1 xing4,happy,262,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,明天,ming2 tian1,tomorrow,263,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,重要,zhong4 yao4,important; significant; major,264,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,跑,pao2,to paw,265,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,警察,jing3 cha2,police; police officer,266,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,只要,zhi3 yao4,so long as; provided; if,267,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,干什么,gan4 shen2 me5,what are you doing?,268,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,好像,hao3 xiang4,as if,269,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,再见,zai4 jian4,goodbye,270,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,月,yue4,moon,271,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,继续,ji4 xu4,continue; to proceed with; to go on with,272,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,出,chu1,go out; to come out,273,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,今晚,jin1 wan3,tonight,274,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,他妈的,ta1 ma1 de5,damn it!,275,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,回家,hui2 jia1,return home,276,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,它们,ta1 men5,they; them,277,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,多少,duo1 shao3,number; amount,278,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,电话,dian4 hua4,telephone,279,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,听到,ting1 dao4,hear,280,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,干嘛,gan4 ma2,what are you doing?,281,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,干,gan1,old variant of 乾|干[gan1],282,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,医生,yi1 sheng1,doctor,283,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,要是,yao4 shi5,if,284,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,女孩,nu:3 hai2,girl; lass,285,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,所,suo3,actually,286,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,马上,ma3 shang4,at once,287,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,过去,guo4 qu4,past; former; previous,288,hermitdave-frequencywords-zh_cn-50k,cc-cedict
zh,以前,yi3 qian2,before,289,hermitdave-frequencywords-zh_cn-50k,cc-cedict
